,チーム,試　合,勝　利,敗　北,引　分,勝　率,差,交流戦(勝),交流戦(負),交流戦(引),ホ｜ム(勝),ホ｜ム(負),ホ｜ム(引),ロ｜ド(勝),ロ｜ド(負),ロ｜ド(引),対ソ(勝),対ソ(負),対ソ(引),対ロ(勝),対ロ(負),対ロ(引),対日(勝),対日(負),対日(引),対楽(勝),対楽(負),対楽(引),対オ(勝),対オ(負),対オ(引),対西(勝),対西(負),対西(引)
0,埼玉西武ライオンズ,143,80,62,1,.563,0,10,8,0,43,29,0,37,33,1,12,13,0,16,8,1,14,11,0,11,14,0,17,8,0,0,0,0
1,福岡ソフトバンクホークス,143,76,62,5,.551,2.0,11,5,2,42,27,3,34,35,2,0,0,0,8,17,0,15,9,1,13,12,0,16,7,2,13,12,0
2,東北楽天ゴールデンイーグルス,143,71,68,4,.511,7.5,10,8,0,36,33,2,35,35,2,12,13,0,10,13,2,13,11,1,0,0,0,12,12,1,14,11,0
3,千葉ロッテマリーンズ,143,69,70,4,.496,9.5,8,10,0,37,32,2,32,38,2,17,8,0,0,0,0,14,11,0,13,10,2,9,15,1,8,16,1
4,北海道日本ハムファイターズ,143,65,73,5,.471,13.0,8,9,1,35,34,3,30,39,2,9,15,1,11,14,0,0,0,0,11,13,1,15,8,2,11,14,0
5,オリックスバファローズ,143,61,75,7,.449,16.0,11,6,1,32,34,5,29,41,2,7,16,2,15,9,1,8,15,2,12,12,1,0,0,0,8,17,0
