,チーム,試　合,勝　利,敗　北,引　分,勝　率,差,交流戦(勝),交流戦(負),交流戦(引),ホ｜ム(勝),ホ｜ム(負),ホ｜ム(引),ロ｜ド(勝),ロ｜ド(負),ロ｜ド(引),対ソ(勝),対ソ(負),対ソ(引),対ロ(勝),対ロ(負),対ロ(引),対日(勝),対日(負),対日(引),対楽(勝),対楽(負),対楽(引),対オ(勝),対オ(負),対オ(引),対西(勝),対西(負),対西(引)
0,福岡ソフトバンクホークス,143,90,49,4,.647,0,12,6,0,44,25,3,46,24,1,0,0,0,15,10,0,15,9,1,16,8,1,16,9,0,16,7,2
1,北海道日本ハムファイターズ,143,79,62,2,.560,12.0,11,6,1,42,30,0,37,32,2,9,15,1,13,12,0,0,0,0,14,11,0,15,10,0,17,8,0
2,千葉ロッテマリーンズ,143,73,69,1,.514,18.5,10,8,0,38,33,0,35,36,1,10,15,0,0,0,0,12,13,0,13,12,0,15,10,0,13,11,1
3,埼玉西武ライオンズ,143,69,69,5,.500,20.5,10,6,2,40,31,1,29,38,4,7,16,2,11,13,1,8,17,0,18,7,0,15,10,0,0,0,0
4,オリックスバファローズ,143,61,80,2,.433,30.0,8,10,0,35,36,0,26,44,2,9,16,0,10,15,0,10,15,0,14,9,2,0,0,0,10,15,0
5,東北楽天ゴールデンイーグルス,143,57,83,3,.407,33.5,10,8,0,28,40,3,29,43,0,8,16,1,12,13,0,11,14,0,0,0,0,9,14,2,7,18,0
