,チーム,試　合,勝　利,敗　北,引　分,勝　率,差,交流戦(勝),交流戦(負),交流戦(引),ホ｜ム(勝),ホ｜ム(負),ホ｜ム(引),ロ｜ド(勝),ロ｜ド(負),ロ｜ド(引),対ソ(勝),対ソ(負),対ソ(引),対ロ(勝),対ロ(負),対ロ(引),対日(勝),対日(負),対日(引),対楽(勝),対楽(負),対楽(引),対オ(勝),対オ(負),対オ(引),対西(勝),対西(負),対西(引)
0,北海道日本ハムファイターズ,144,74,59,11,.556,0,14,8,2,38,28,6,36,31,5,9,13,2,16,5,3,0,0,0,10,12,2,15,9,0,10,12,2
1,埼玉西武ライオンズ,144,72,63,9,.533,3.0,13,11,0,38,30,4,34,33,5,11,13,0,10,12,2,12,10,2,12,10,2,14,7,3,0,0,0
2,福岡ソフトバンクホークス,144,67,65,12,.508,6.5,8,13,3,37,30,5,30,35,7,0,0,0,11,10,3,13,9,2,9,13,2,13,9,2,13,11,0
3,東北楽天ゴールデンイーグルス,144,67,67,10,.500,7.5,10,14,0,36,29,7,31,38,3,13,9,2,9,14,1,12,10,2,0,0,0,13,8,3,10,12,2
4,千葉ロッテマリーンズ,144,62,67,15,.481,10.0,12,7,5,39,27,6,23,40,9,10,11,3,0,0,0,5,16,3,14,9,1,9,14,1,12,10,2
5,オリックスバファローズ,144,57,77,10,.425,17.5,10,13,1,31,37,4,26,40,6,9,13,2,14,9,1,9,15,0,8,13,3,0,0,0,7,14,3
