,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2021,東京ヤクルト,120,495,469,42,121,24,2,13,188,60,3,0,0,2,22,2,80,18,0.258,0.401,0.293
1,nan,通　算,120,495,469,42,121,24,2,13,188,60,3,0,0,2,22,2,80,18,0.258,0.401,0.293
