,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,東京ヤクルト,13,39,32,3,6,1,0,0,7,2,1,1,1,0,4,2,8,1,0.188,0.21899999999999997,0.316
1,2020,東京ヤクルト,8,11,9,0,1,1,0,0,2,1,0,0,1,0,1,0,2,1,0.111,0.222,0.2
2,nan,通　算,21,50,41,3,7,2,0,0,9,3,1,1,2,0,5,2,10,2,0.171,0.22,0.292
