,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,東京ヤクルト,65.0,6.0,3.0,11.0,18.0,24.0,0.0,0.0,0.0,0.667,296.0,68.2,71.0,2.0,22.0,2.0,64.0,2.0,0.0,25.0,24.0,3.15
1,2020,東京ヤクルト,50.0,4.0,1.0,0.0,23.0,27.0,0.0,0.0,0.0,0.8,195.0,46,42.0,4.0,15.0,3.0,52.0,2.0,1.0,20.0,20.0,3.91
2,2021,東京ヤクルト,66.0,3.0,2.0,31.0,14.0,17.0,0.0,0.0,0.0,0.6,259.0,64.1,43.0,7.0,23.0,3.0,76.0,3.0,0.0,19.0,18.0,2.52
3,nan,通　算,181.0,13.0,6.0,42.0,55.0,68.0,0.0,0.0,0.0,0.684,750.0,179,156.0,13.0,60.0,8.0,192.0,7.0,1.0,64.0,62.0,3.12
