,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,東京ヤクルト,2,7,7,2,3,0,0,1,6,3,0,0,0,0,0,0,2,0,0.429,0.857,0.429
1,2017,東京ヤクルト,11,31,28,6,7,1,0,0,8,1,0,0,0,0,2,1,11,1,0.25,0.28600000000000003,0.32299999999999995
2,2018,東京ヤクルト,45,125,115,11,24,6,0,2,36,10,0,0,4,1,5,0,36,2,0.209,0.313,0.24
3,2019,東京ヤクルト,91,243,202,32,41,6,1,10,79,25,1,1,5,1,33,2,77,4,0.203,0.391,0.319
4,2020,東京ヤクルト,87,142,121,15,26,4,0,8,54,15,4,0,3,2,16,0,43,4,0.215,0.446,0.302
5,nan,通　算,236,548,473,66,101,17,1,21,183,54,5,1,12,4,56,3,169,11,0.214,0.387,0.299
