,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2021,東京ヤクルト,13.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,279.0,68.2,60.0,9.0,23.0,2.0,69.0,0.0,0.0,29.0,26.0,3.41
1,2022,東京ヤクルト,23.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,553.0,132.1,140.0,17.0,26.0,5.0,96.0,3.0,0.0,66.0,52.0,3.54
2,nan,通　算,36.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,832.0,201,200.0,26.0,49.0,7.0,165.0,3.0,0.0,95.0,78.0,3.49
