,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,東京ヤクルト,16,26,25,1,1,1,0,0,2,0,0,0,0,0,1,0,7,0,0.04,0.08,0.077
1,2019,東京ヤクルト,45,98,88,20,16,2,2,1,25,7,4,1,0,0,8,2,24,1,0.182,0.284,0.265
2,2020,東京ヤクルト,43,179,154,20,43,4,2,8,75,21,13,2,3,0,17,5,44,4,0.27899999999999997,0.48700000000000004,0.369
3,2021,東京ヤクルト,140,534,474,80,132,21,7,14,209,59,21,5,2,0,48,10,156,1,0.278,0.441,0.35700000000000004
4,nan,通　算,244,837,741,121,192,28,11,23,311,87,38,8,5,0,74,17,231,6,0.259,0.42,0.34
