,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2018,東京ヤクルト,25.0,2.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,0.667,171.0,43.2,31.0,6.0,9.0,3.0,35.0,3.0,0.0,17.0,15.0,3.09
1,2019,東京ヤクルト,31.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,187.0,41.2,52.0,7.0,12.0,0.0,30.0,0.0,1.0,26.0,24.0,5.18
2,2020,東京ヤクルト,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,16.1,20.0,2.0,3.0,0.0,10.0,1.0,0.0,11.0,10.0,5.51
3,2021,東京ヤクルト,30.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,159.0,38.2,34.0,5.0,8.0,2.0,32.0,1.0,0.0,16.0,16.0,3.72
4,2022,東京ヤクルト,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,15,16.0,4.0,3.0,0.0,11.0,0.0,0.0,10.0,7.0,4.2
5,nan,通　算,109.0,3.0,4.0,0.0,9.0,12.0,0.0,0.0,0.0,0.429,651.0,155.1,153.0,24.0,35.0,5.0,118.0,5.0,1.0,80.0,72.0,4.17
