,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2021,東京ヤクルト,27,6,4,4,1,1,0,0,2,2,4,0,1,0,0,1,1,0,0.25,0.5,0.4
1,2022,東京ヤクルト,14,23,22,3,4,0,2,0,8,0,2,0,1,0,0,0,3,1,0.182,0.364,0.182
2,nan,通　算,41,29,26,7,5,1,2,0,10,2,6,0,2,0,0,1,4,1,0.192,0.385,0.222
