,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,東京ヤクルト,4,8,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0.0,0.0,0.25
1,2017,東京ヤクルト,44,125,113,12,27,4,0,0,31,5,1,1,1,1,9,1,33,3,0.239,0.27399999999999997,0.298
2,2018,東京ヤクルト,32,46,41,6,9,1,0,1,13,4,0,0,1,1,3,0,10,0,0.22,0.317,0.267
3,2019,東京ヤクルト,74,195,166,15,33,8,1,1,46,12,0,2,10,0,16,3,47,2,0.19899999999999998,0.27699999999999997,0.281
4,nan,通　算,154,374,326,33,69,13,1,2,90,21,1,3,12,2,30,4,92,6,0.212,0.276,0.285
