,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,東京ヤクルト,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,26,33.0,7.0,13.0,0.0,24.0,0.0,0.0,25.0,21.0,7.27
1,2020,東京ヤクルト,52.0,0.0,4.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,221.0,53.1,45.0,10.0,16.0,1.0,58.0,2.0,0.0,23.0,21.0,3.54
2,nan,通　算,63.0,0.0,7.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,345.0,79.1,78.0,17.0,29.0,1.0,82.0,2.0,0.0,48.0,42.0,4.76
