,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,東京ヤクルト,6,14,12,1,1,0,0,1,4,2,0,0,0,0,2,0,5,0,0.083,0.33299999999999996,0.214
1,2019,東京ヤクルト,143,593,511,76,118,20,0,36,246,96,5,4,0,3,74,5,184,9,0.231,0.48100000000000004,0.332
2,2020,東京ヤクルト,120,515,424,70,130,30,2,28,248,86,11,5,0,1,87,3,115,8,0.307,0.585,0.42700000000000005
3,nan,通　算,269,1122,947,147,249,50,2,65,498,184,16,9,0,4,163,8,304,17,0.263,0.526,0.374
