,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,東京ヤクルト,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
1,2019,東京ヤクルト,16,9,7,5,1,0,0,1,4,1,1,0,1,0,0,1,2,0,0.14300000000000002,0.5710000000000001,0.25
2,2020,東京ヤクルト,33,12,11,7,3,0,0,0,3,0,2,2,0,0,1,0,3,0,0.273,0.273,0.33299999999999996
3,2021,東京ヤクルト,94,42,35,19,6,2,0,0,8,3,5,2,5,0,1,1,9,1,0.171,0.22899999999999998,0.21600000000000003
4,nan,通　算,145,65,55,31,10,2,0,1,15,4,8,4,6,0,2,2,15,1,0.182,0.273,0.237
