,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2018,横浜DeNA,24.0,11.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.688,626.0,154,130.0,13.0,42.0,2.0,155.0,1.0,0.0,45.0,42.0,2.45
1,2019,横浜DeNA,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,161.0,38.1,38.0,4.0,10.0,1.0,31.0,1.0,0.0,17.0,16.0,3.76
2,2021,横浜DeNA,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,75.0,19.2,10.0,1.0,4.0,0.0,20.0,0.0,0.0,5.0,5.0,2.29
3,2022,横浜DeNA,12.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,229.0,50.2,67.0,5.0,10.0,2.0,41.0,1.0,0.0,30.0,26.0,4.62
4,nan,通　算,46.0,17.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.531,1091.0,262.2,245.0,23.0,66.0,5.0,247.0,3.0,0.0,97.0,89.0,3.05
