,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,横浜DeNA,8,12,12,3,3,1,0,0,4,0,0,0,0,0,0,0,1,0,0.25,0.33299999999999996,0.25
1,2021,横浜DeNA,44,113,103,15,20,4,2,0,28,5,4,2,1,2,7,0,30,1,0.19399999999999998,0.272,0.24100000000000002
2,2022,横浜DeNA,61,168,154,15,36,3,0,2,45,6,5,4,1,0,13,0,42,4,0.23399999999999999,0.292,0.293
3,nan,通　算,113,293,269,33,59,8,2,2,77,11,9,6,2,2,20,0,73,5,0.21899999999999997,0.28600000000000003,0.271
