,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2015,横浜DeNA,14.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,335.0,76,85.0,5.0,28.0,2.0,57.0,0.0,0.0,34.0,27.0,3.2
1,2016,横浜DeNA,17.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,237.0,52.1,64.0,5.0,18.0,2.0,34.0,0.0,0.0,26.0,22.0,3.78
2,2017,横浜DeNA,62.0,1.0,2.0,0.0,25.0,26.0,0.0,0.0,0.0,0.33299999999999996,236.0,54.2,54.0,5.0,13.0,3.0,49.0,1.0,1.0,25.0,25.0,4.12
3,2018,横浜DeNA,70.0,0.0,2.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,227.0,52.1,44.0,4.0,25.0,5.0,44.0,0.0,0.0,22.0,21.0,3.61
4,2019,横浜DeNA,16.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,65.0,12.1,21.0,2.0,8.0,1.0,10.0,1.0,0.0,9.0,7.0,5.11
5,2020,横浜DeNA,17.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,68.0,17,10.0,2.0,5.0,2.0,14.0,0.0,0.0,6.0,5.0,2.65
6,nan,通　算,196.0,7.0,11.0,0.0,54.0,57.0,0.0,0.0,0.0,0.389,1168.0,264.2,278.0,23.0,97.0,15.0,208.0,2.0,1.0,122.0,107.0,3.64
