,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2014,横浜DeNA,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
1,2015,横浜DeNA,59,135,116,14,26,9,1,1,40,9,1,0,15,0,3,1,23,2,0.22399999999999998,0.345,0.25
2,2016,横浜DeNA,17,38,35,3,5,0,0,1,8,1,0,0,0,0,1,2,8,0,0.14300000000000002,0.22899999999999998,0.21100000000000002
3,2017,横浜DeNA,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
4,2018,横浜DeNA,4,8,7,0,1,0,0,0,1,0,0,1,0,0,1,0,3,0,0.14300000000000002,0.14300000000000002,0.25
5,2019,横浜DeNA,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
6,nan,通　算,92,199,176,17,32,9,1,2,49,11,1,1,15,0,5,3,38,2,0.182,0.278,0.217
