,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,横浜DeNA,17,24,21,3,3,1,0,1,7,1,0,0,0,0,2,1,8,1,0.14300000000000002,0.33299999999999996,0.25
1,2021,横浜DeNA,31,21,18,1,3,0,0,0,3,1,0,0,0,0,3,0,7,2,0.16699999999999998,0.16699999999999998,0.28600000000000003
2,2022,横浜DeNA,61,181,158,21,39,4,0,3,52,8,6,5,7,0,10,6,43,3,0.247,0.32899999999999996,0.316
3,nan,通　算,109,226,197,25,45,5,0,4,62,10,6,5,7,0,15,7,58,6,0.228,0.315,0.306
