,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,横浜DeNA,18,24,21,1,2,1,0,0,3,1,0,0,0,0,3,0,5,0,0.095,0.14300000000000002,0.20800000000000002
1,2018,横浜DeNA,73,130,126,6,29,4,0,5,48,14,1,0,0,1,3,0,26,3,0.23,0.381,0.24600000000000002
2,2019,横浜DeNA,89,215,200,23,59,10,0,5,84,33,0,0,0,0,13,2,39,9,0.295,0.42,0.344
3,2020,横浜DeNA,106,451,402,48,132,20,1,20,214,69,0,0,0,3,42,4,58,13,0.32799999999999996,0.532,0.395
4,nan,通　算,286,820,749,78,222,35,1,30,349,117,1,0,0,4,61,6,128,25,0.29600000000000004,0.466,0.35200000000000004
