,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,横浜DeNA,86,273,247,31,62,14,3,5,97,21,15,9,4,0,19,3,68,4,0.251,0.39299999999999996,0.312
1,2019,横浜DeNA,123,458,427,62,119,31,3,6,174,35,15,10,3,0,26,2,121,7,0.27899999999999997,0.40700000000000003,0.32299999999999995
2,2020,横浜DeNA,80,190,169,38,52,8,1,3,71,17,7,1,1,2,15,3,42,3,0.308,0.42,0.37
3,2021,横浜DeNA,88,118,110,13,21,3,0,4,36,15,4,3,1,1,6,0,49,1,0.191,0.327,0.231
4,2022,横浜DeNA,81,107,95,12,18,4,3,1,31,10,6,3,1,0,8,3,26,1,0.18899999999999997,0.326,0.27399999999999997
5,nan,通　算,458,1146,1048,156,272,60,10,19,409,98,47,26,10,3,74,11,306,16,0.26,0.39,0.314
