,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,横浜DeNA,19,46,39,4,8,0,1,0,10,2,1,0,2,0,5,0,8,1,0.205,0.256,0.295
1,2017,横浜DeNA,88,248,215,25,50,8,0,1,61,11,1,1,11,2,17,3,50,2,0.233,0.284,0.295
2,2018,横浜DeNA,113,265,224,32,49,6,0,3,64,13,2,1,6,0,30,5,45,3,0.21899999999999997,0.28600000000000003,0.324
3,2019,横浜DeNA,111,196,164,22,42,8,1,3,61,17,3,0,10,2,20,0,38,3,0.256,0.37200000000000005,0.33299999999999996
4,2020,横浜DeNA,110,276,233,33,62,14,0,2,82,20,0,0,9,1,29,4,50,1,0.266,0.35200000000000004,0.35600000000000004
5,2021,横浜DeNA,85,266,222,21,52,15,0,2,73,15,1,1,14,3,26,1,39,1,0.23399999999999999,0.32899999999999996,0.313
6,2022,横浜DeNA,96,198,169,17,33,5,1,0,40,1,1,2,8,0,20,1,29,3,0.195,0.237,0.284
7,nan,通　算,622,1495,1266,154,296,56,3,11,391,79,9,5,60,8,147,14,259,14,0.23399999999999999,0.309,0.318
