,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2014,横浜DeNA,3,13,12,1,3,0,0,0,3,0,1,0,0,0,0,1,3,0,0.25,0.25,0.308
1,2015,横浜DeNA,55,159,144,14,32,2,5,1,47,10,8,3,6,1,8,0,22,1,0.222,0.326,0.261
2,2016,横浜DeNA,70,106,98,15,20,1,1,0,23,7,4,4,4,0,2,2,18,0,0.204,0.235,0.235
3,2017,横浜DeNA,29,20,19,4,3,0,0,0,3,1,0,0,0,0,1,0,5,0,0.158,0.158,0.2
4,2018,横浜DeNA,29,26,25,4,7,2,1,0,11,3,2,2,1,0,0,0,6,0,0.28,0.44,0.28
5,2019,横浜DeNA,32,27,26,2,1,1,0,0,2,0,0,0,0,0,1,0,6,1,0.038,0.077,0.07400000000000001
6,2021,横浜DeNA,103,139,124,17,28,6,0,1,37,4,2,0,5,0,9,1,27,2,0.226,0.298,0.284
7,nan,通　算,321,490,448,57,94,12,7,2,126,25,17,9,16,1,21,4,87,4,0.21,0.281,0.251
