,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,横浜DeNA,21,25,25,6,4,0,0,2,10,2,4,1,0,0,0,0,8,1,0.16,0.4,0.16
1,2019,横浜DeNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
2,2020,横浜DeNA,6,5,5,1,2,0,0,0,2,0,0,1,0,0,0,0,3,0,0.4,0.4,0.4
3,2021,横浜DeNA,35,11,10,5,2,0,0,0,2,0,2,2,0,0,1,0,6,0,0.2,0.2,0.273
4,nan,通　算,63,41,40,12,8,0,0,2,14,2,6,4,0,0,1,0,17,1,0.2,0.35,0.22
