,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,北海道日本ハム,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
1,2021,北海道日本ハム,49,133,126,12,25,9,1,5,51,13,0,1,0,1,4,2,53,3,0.198,0.405,0.233
2,2022,北海道日本ハム,100,314,296,28,60,10,2,14,116,40,0,2,2,2,12,2,112,2,0.203,0.392,0.237
3,nan,通　算,151,451,426,40,85,19,3,19,167,53,0,3,2,3,16,4,167,5,0.2,0.392,0.23399999999999999
