,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,北海道日本ハム,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,59.0,11,18.0,3.0,7.0,1.0,13.0,0.0,0.0,15.0,15.0,12.27
1,2020,北海道日本ハム,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,20.1,26.0,2.0,12.0,1.0,11.0,0.0,0.0,22.0,19.0,8.41
2,2021,北海道日本ハム,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2,4.0,1.0,3.0,0.0,2.0,0.0,0.0,7.0,2.0,9.0
3,2022,北海道日本ハム,51.0,2.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,0.4,256.0,63.1,53.0,5.0,23.0,1.0,40.0,4.0,0.0,30.0,30.0,4.26
4,nan,通　算,61.0,3.0,9.0,0.0,5.0,7.0,0.0,0.0,0.0,0.25,428.0,96.2,101.0,11.0,45.0,3.0,66.0,4.0,0.0,74.0,66.0,6.14
