,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2021,北海道日本ハム,13,30,28,1,2,0,0,1,5,2,0,0,0,0,1,1,9,0,0.071,0.179,0.133
1,2022,北海道日本ハム,94,309,273,34,62,12,1,10,106,39,4,4,6,4,19,7,70,6,0.22699999999999998,0.38799999999999996,0.29
2,nan,通　算,107,339,301,35,64,12,1,11,111,41,4,4,6,4,20,8,79,6,0.213,0.369,0.276
