,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2017,北海道日本ハム,24.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.33299999999999996,99.0,24.1,17.0,2.0,7.0,3.0,12.0,0.0,0.0,8.0,7.0,2.59
1,2018,北海道日本ハム,40.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.4,209.0,48,48.0,5.0,13.0,7.0,40.0,2.0,0.0,24.0,22.0,4.13
2,2019,北海道日本ハム,65.0,2.0,3.0,0.0,11.0,13.0,0.0,0.0,0.0,0.4,256.0,62,52.0,1.0,22.0,1.0,34.0,1.0,0.0,22.0,18.0,2.61
3,2020,北海道日本ハム,49.0,4.0,4.0,1.0,21.0,25.0,0.0,0.0,0.0,0.5,175.0,41.2,36.0,5.0,18.0,1.0,29.0,3.0,0.0,17.0,16.0,3.46
4,2021,北海道日本ハム,50.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,185.0,42.2,41.0,2.0,19.0,4.0,23.0,1.0,0.0,18.0,15.0,3.16
5,nan,通　算,228.0,9.0,12.0,1.0,43.0,52.0,0.0,0.0,0.0,0.429,924.0,218.2,194.0,15.0,79.0,16.0,138.0,7.0,0.0,89.0,78.0,3.21
