,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2020,北海道日本ハム,18.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5710000000000001,454.0,111.2,91.0,7.0,29.0,6.0,115.0,4.0,0.0,45.0,40.0,3.22
1,2021,北海道日本ハム,20.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.385,407.0,96,90.0,7.0,33.0,6.0,100.0,1.0,0.0,45.0,41.0,3.84
2,nan,通　算,38.0,13.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,0.48100000000000004,861.0,207.2,181.0,14.0,62.0,12.0,215.0,5.0,0.0,90.0,81.0,3.51
