,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,北海道日本ハム,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1,2017,北海道日本ハム,3,12,11,0,2,0,0,0,2,0,0,0,0,0,1,0,5,0,0.182,0.182,0.25
2,2020,北海道日本ハム,10,23,19,4,6,0,0,0,6,0,0,0,2,0,2,0,6,0,0.316,0.316,0.381
3,nan,通　算,14,37,32,4,8,0,0,0,8,0,0,0,2,0,3,0,11,0,0.25,0.25,0.314
