,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,北海道日本ハム,114,361,317,33,65,8,2,3,86,24,3,5,14,1,28,1,113,6,0.205,0.271,0.271
1,2018,北海道日本ハム,69,163,148,17,28,6,2,1,41,4,3,0,2,0,12,1,47,0,0.18899999999999997,0.27699999999999997,0.255
2,2019,北海道日本ハム,76,226,196,26,44,10,3,4,72,22,2,3,13,1,16,0,61,3,0.22399999999999998,0.36700000000000005,0.282
3,2020,北海道日本ハム,59,104,95,9,17,4,1,0,23,3,1,1,5,1,3,0,13,1,0.179,0.242,0.20199999999999999
4,2021,北海道日本ハム,111,321,284,25,64,11,4,4,95,19,8,5,14,1,22,0,87,2,0.225,0.335,0.28
5,nan,通　算,429,1175,1040,110,218,39,12,12,317,72,17,14,48,4,81,2,321,12,0.21,0.305,0.267
