,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2020,北海道日本ハム,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,11.1,15.0,0.0,7.0,0.0,11.0,0.0,0.0,10.0,10.0,7.94
1,2021,北海道日本ハム,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,19.1,17.0,1.0,7.0,3.0,11.0,0.0,0.0,10.0,9.0,4.19
2,nan,通　算,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,30.2,32.0,1.0,14.0,3.0,22.0,0.0,0.0,20.0,19.0,5.58
