,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2020,中　日,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,17,20.0,3.0,13.0,1.0,13.0,1.0,0.0,15.0,14.0,7.41
1,2021,中　日,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,112.0,26.2,26.0,0.0,8.0,1.0,28.0,0.0,0.0,11.0,11.0,3.71
2,nan,通　算,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,192.0,43.2,46.0,3.0,21.0,2.0,41.0,1.0,0.0,26.0,25.0,5.15
