,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2022,中　日,45,61,55,7,12,2,1,1,19,2,6,0,4,0,2,0,16,0,0.218,0.345,0.24600000000000002
1,nan,通　算,45,61,55,7,12,2,1,1,19,2,6,0,4,0,2,0,16,0,0.218,0.345,0.24600000000000002
