,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,中　日,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1,2021,中　日,78,123,112,18,28,1,0,0,29,4,15,9,6,1,3,1,35,0,0.25,0.259,0.27399999999999997
2,2022,中　日,51,14,14,17,1,0,0,0,1,0,5,3,0,0,0,0,5,0,0.071,0.071,0.071
3,nan,通　算,131,137,126,36,29,1,0,0,30,4,20,12,6,1,3,1,40,0,0.23,0.23800000000000002,0.252
