,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,中　日,141,602,564,67,149,23,8,4,200,36,23,13,10,1,18,9,105,5,0.264,0.355,0.297
1,2018,中　日,143,632,578,73,136,15,7,4,177,44,20,10,26,3,19,6,111,12,0.235,0.306,0.266
2,2019,中　日,140,574,507,46,126,14,5,3,159,40,17,7,24,3,37,3,91,10,0.249,0.314,0.302
3,2020,中　日,120,491,442,43,109,16,7,5,154,29,8,4,15,1,27,6,80,4,0.247,0.348,0.298
4,2021,中　日,113,448,409,41,105,7,4,3,129,24,6,5,8,3,21,7,75,5,0.257,0.315,0.302
5,nan,通　算,657,2747,2500,270,625,75,31,19,819,173,74,39,83,11,122,31,462,36,0.25,0.32799999999999996,0.292
