,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,中　日,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
1,2019,中　日,15,15,15,1,2,2,0,0,4,1,0,0,0,0,0,0,7,0,0.133,0.267,0.133
2,2020,中　日,25,34,33,5,4,0,0,1,7,1,0,0,0,0,1,0,12,0,0.121,0.212,0.147
3,nan,通　算,41,52,51,6,6,2,0,1,11,2,0,0,0,0,1,0,22,0,0.11800000000000001,0.21600000000000003,0.135
