,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,中　日,25,53,49,2,9,1,0,1,13,4,1,1,1,1,2,0,10,2,0.184,0.265,0.212
1,2017,中　日,21,46,41,3,11,1,0,0,12,2,1,0,1,0,4,0,13,0,0.268,0.293,0.33299999999999996
2,2018,中　日,18,26,23,1,5,3,0,0,8,4,0,0,0,0,3,0,3,1,0.217,0.348,0.308
3,2019,中　日,129,484,447,51,130,24,3,7,181,59,1,0,3,2,31,1,82,9,0.29100000000000004,0.405,0.337
4,2020,中　日,115,459,421,44,108,25,0,13,172,61,2,4,5,2,30,1,92,21,0.257,0.409,0.306
5,2021,中　日,66,240,215,18,45,10,0,5,70,16,0,1,4,2,19,0,36,8,0.209,0.326,0.271
6,nan,通　算,374,1308,1196,119,308,64,3,26,456,146,5,6,14,7,89,2,236,41,0.258,0.381,0.308
