,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2021,読　売,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,8.0,2.0,2.0,0.0,5.0,0.0,0.0,8.0,8.0,14.4
1,2022,読　売,53.0,4.0,4.0,0.0,13.0,17.0,0.0,0.0,0.0,0.5,213.0,50.0,53.0,4.0,13.0,3.0,39.0,2.0,0.0,26.0,24.0,4.32
2,nan,通　算,56.0,4.0,5.0,0.0,13.0,17.0,0.0,0.0,0.0,0.444,237.0,55.0,61.0,6.0,15.0,3.0,44.0,2.0,0.0,34.0,32.0,5.24
