,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2017,読　売,5,12,11,1,3,0,0,0,3,0,1,0,1,0,0,0,2,0,0.273,0.273,0.273
1,2018,読　売,92,355,316,51,80,16,3,4,114,29,11,4,13,2,19,5,61,5,0.253,0.361,0.304
2,2019,読　売,11,46,41,7,16,1,0,0,17,3,1,2,2,0,3,0,4,1,0.39,0.415,0.43200000000000005
3,2020,読　売,112,389,354,47,97,16,2,8,141,32,11,3,2,0,30,3,60,6,0.27399999999999997,0.39799999999999996,0.336
4,2021,読　売,108,329,305,35,83,13,1,5,113,25,7,0,3,2,17,2,48,4,0.272,0.37,0.313
5,nan,通　算,328,1131,1027,141,279,46,6,17,388,89,31,9,21,4,69,10,175,16,0.272,0.37799999999999995,0.32299999999999995
