,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,千葉ロッテ,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0.16699999999999998,0.16699999999999998,0.16699999999999998
1,2017,千葉ロッテ,19,42,41,1,8,0,0,0,8,2,0,0,1,0,0,0,6,1,0.195,0.195,0.195
2,2019,千葉ロッテ,26,33,33,3,5,0,0,1,8,3,0,0,0,0,0,0,9,0,0.152,0.242,0.152
3,2020,読　売,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0
4,2021,読　売,39,67,59,9,12,3,0,3,24,6,0,0,2,0,4,2,12,2,0.203,0.40700000000000003,0.27699999999999997
5,nan,通　算,94,157,148,13,26,3,0,4,41,11,0,0,3,0,4,2,32,4,0.17600000000000002,0.27699999999999997,0.20800000000000002
