,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,読　売,25,87,79,10,15,1,3,0,22,2,5,1,1,0,7,0,20,0,0.19,0.278,0.256
1,2017,読　売,74,77,70,18,11,4,0,0,15,2,10,4,1,0,6,0,21,0,0.157,0.214,0.22399999999999998
2,2018,読　売,60,185,167,24,47,7,5,2,70,13,6,4,6,1,11,0,38,1,0.281,0.419,0.324
3,2019,読　売,106,174,158,25,42,7,2,2,59,16,14,3,2,3,11,0,43,1,0.266,0.373,0.308
4,2020,読　売,60,96,90,17,23,5,1,1,33,6,5,1,0,0,6,0,33,1,0.256,0.36700000000000005,0.302
5,nan,通　算,325,619,564,94,138,24,11,5,199,39,40,13,10,4,41,0,155,3,0.245,0.353,0.294
