,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,読　売,17,31,28,2,6,0,0,1,9,4,2,0,0,0,2,1,4,3,0.214,0.321,0.29
1,2016,読　売,3,10,10,0,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0.1,0.2,0.1
2,2017,読　売,15,35,31,2,6,1,0,0,7,2,0,0,0,0,4,0,10,0,0.19399999999999998,0.226,0.28600000000000003
3,2018,読　売,143,616,540,82,167,26,0,33,292,100,2,1,0,0,72,4,120,11,0.309,0.541,0.39399999999999996
4,2019,読　売,143,628,555,84,147,29,0,31,269,94,3,0,2,3,62,6,132,15,0.265,0.485,0.34299999999999997
5,2020,読　売,118,500,440,79,121,26,0,31,240,97,2,0,0,0,55,5,85,10,0.275,0.545,0.36200000000000004
6,2021,読　売,143,592,521,71,138,19,1,39,276,113,1,1,0,7,57,7,108,16,0.265,0.53,0.341
7,2022,読　売,140,589,520,63,131,21,1,30,244,82,1,1,0,2,58,9,94,11,0.252,0.469,0.336
8,nan,通　算,722,3001,2645,383,717,123,2,165,1339,492,11,3,2,12,310,32,555,68,0.271,0.506,0.353
