,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,東北楽天,91,313,274,28,70,12,0,14,124,50,1,0,0,3,30,6,63,6,0.255,0.45299999999999996,0.33899999999999997
1,2016,東北楽天,140,589,517,74,137,25,2,27,247,88,2,1,0,2,58,12,123,10,0.265,0.478,0.35100000000000003
2,2017,東北楽天,142,605,542,75,147,27,0,31,267,82,7,3,0,3,50,10,98,14,0.271,0.493,0.342
3,2018,東北楽天,106,413,368,36,99,15,0,15,159,58,3,1,0,5,33,7,91,13,0.26899999999999996,0.43200000000000005,0.337
4,2019,東北楽天,117,472,411,53,100,15,0,19,172,67,3,5,0,10,43,8,96,22,0.243,0.418,0.32
5,2020,読　売,98,288,263,26,65,9,0,12,110,36,3,3,0,1,22,2,47,6,0.247,0.418,0.309
6,2021,読　売,121,427,384,44,111,28,0,15,184,56,3,1,0,1,34,8,78,16,0.289,0.479,0.358
7,2022,読　売,30,64,56,2,11,2,0,2,19,5,0,1,0,0,8,0,7,0,0.196,0.33899999999999997,0.297
8,nan,通　算,845,3171,2815,338,740,133,2,135,1282,442,22,15,0,25,278,53,603,87,0.263,0.455,0.33799999999999997
