,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2017,東北楽天,46.0,1.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,1.0,183.0,43.2,31.0,2.0,17.0,2.0,48.0,0.0,0.0,13.0,5.0,1.03
1,2018,東北楽天,70.0,1.0,4.0,1.0,16.0,17.0,0.0,0.0,0.0,0.2,212.0,48,38.0,1.0,23.0,6.0,53.0,0.0,0.0,21.0,13.0,2.44
2,2019,東北楽天,48.0,2.0,1.0,0.0,14.0,16.0,0.0,0.0,0.0,0.667,146.0,31.1,25.0,0.0,23.0,4.0,41.0,0.0,0.0,8.0,8.0,2.3
3,2020,読　売,44.0,1.0,1.0,2.0,21.0,22.0,0.0,0.0,0.0,0.5,141.0,37.1,17.0,2.0,13.0,6.0,37.0,1.0,1.0,10.0,8.0,1.93
4,nan,通　算,208.0,5.0,6.0,3.0,65.0,70.0,0.0,0.0,0.0,0.455,682.0,160.1,111.0,5.0,76.0,18.0,179.0,1.0,1.0,52.0,34.0,1.91
