,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2015,読　売,46.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.5,168.0,40.2,26.0,3.0,18.0,0.0,39.0,0.0,0.0,13.0,13.0,2.88
1,2016,読　売,42.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,161.0,36,37.0,5.0,17.0,3.0,25.0,0.0,0.0,19.0,18.0,4.5
2,2017,読　売,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,8,13.0,1.0,4.0,2.0,11.0,0.0,0.0,8.0,6.0,6.75
3,2019,読　売,26.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,104.0,22.2,17.0,2.0,17.0,3.0,21.0,0.0,0.0,7.0,5.0,1.99
4,2021,読　売,29.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,161.0,37.1,25.0,4.0,24.0,3.0,36.0,3.0,0.0,20.0,20.0,4.82
5,2022,読　売,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,14.1,16.0,4.0,3.0,1.0,9.0,0.0,0.0,8.0,8.0,5.02
6,nan,通　算,158.0,5.0,2.0,3.0,18.0,23.0,0.0,0.0,0.0,0.7140000000000001,702.0,159,134.0,19.0,83.0,12.0,141.0,3.0,0.0,75.0,70.0,3.96
