,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,オリックス,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
1,2017,オリックス,10,26,22,2,4,1,0,0,5,0,0,3,0,0,3,1,6,1,0.182,0.22699999999999998,0.308
2,2018,オリックス,74,289,266,28,62,16,3,5,99,22,3,2,4,1,15,3,53,1,0.233,0.37200000000000005,0.281
3,2019,オリックス,54,177,148,16,40,6,1,2,54,14,7,3,4,1,13,11,30,4,0.27,0.365,0.37
4,2020,オリックス,72,203,182,16,41,10,1,1,56,9,5,5,5,0,10,6,32,2,0.225,0.308,0.28800000000000003
5,2021,オリックス,139,543,481,71,131,17,7,9,189,42,8,4,14,2,33,13,62,15,0.272,0.39299999999999996,0.335
6,nan,通　算,352,1242,1103,133,278,50,12,17,403,87,23,17,27,4,74,34,186,23,0.252,0.365,0.318
