,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2016,オリックス,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
1,2017,オリックス,9,17,17,2,2,1,0,1,6,2,0,0,0,0,0,0,6,1,0.11800000000000001,0.353,0.11800000000000001
2,2018,オリックス,7,14,12,2,3,1,0,2,10,8,0,0,0,0,1,1,3,0,0.25,0.833,0.35700000000000004
3,2019,オリックス,18,51,51,5,8,1,0,4,21,7,1,0,0,0,0,0,22,2,0.157,0.41200000000000003,0.157
4,2020,オリックス,41,141,127,13,34,3,1,2,45,17,1,0,0,0,10,4,34,4,0.268,0.354,0.34
5,nan,通　算,76,226,210,22,47,6,1,9,82,34,2,0,0,0,11,5,67,7,0.22399999999999998,0.39,0.27899999999999997
