,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,オリックス,32,104,88,10,19,6,0,2,31,9,0,1,2,1,8,5,15,3,0.21600000000000003,0.35200000000000004,0.314
1,2021,オリックス,15,27,25,1,4,0,0,1,7,2,0,0,0,0,1,1,7,0,0.16,0.28,0.222
2,nan,通　算,47,131,113,11,23,6,0,3,38,11,0,1,2,1,9,6,22,3,0.204,0.336,0.295
