,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2013,オリックス,17,30,28,1,7,1,0,1,11,2,0,0,1,0,1,0,5,0,0.25,0.39299999999999996,0.276
1,2014,オリックス,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
2,2015,オリックス,20,26,22,2,6,1,0,0,7,0,0,0,2,0,1,1,6,1,0.273,0.318,0.33299999999999996
3,2016,オリックス,17,35,33,2,8,0,0,0,8,1,0,0,0,0,0,2,6,1,0.242,0.242,0.28600000000000003
4,2017,オリックス,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
5,2018,オリックス,76,201,186,16,51,14,1,1,70,17,0,0,1,0,12,2,39,6,0.27399999999999997,0.376,0.325
6,2019,オリックス,39,72,61,4,10,0,0,1,13,9,0,1,0,1,8,2,16,2,0.16399999999999998,0.213,0.278
7,2020,オリックス,71,198,189,14,49,7,2,6,78,23,0,0,2,1,6,0,35,4,0.259,0.413,0.281
8,nan,通　算,251,568,525,40,131,23,3,9,187,52,0,1,6,2,28,7,109,15,0.25,0.35600000000000004,0.295
