,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,オリックス,111,396,364,39,105,21,2,3,139,32,9,5,4,2,25,1,62,6,0.28800000000000003,0.382,0.33399999999999996
1,2020,オリックス,45,155,144,15,21,3,0,2,30,13,3,2,1,1,9,0,25,5,0.146,0.20800000000000002,0.195
2,2021,オリックス,61,169,156,19,33,3,1,1,41,7,1,0,3,0,8,2,23,4,0.212,0.263,0.259
3,2022,オリックス,110,468,424,54,120,25,9,8,187,51,11,2,8,6,26,4,79,5,0.28300000000000003,0.441,0.326
4,nan,通　算,327,1188,1088,127,279,52,12,14,397,103,24,9,16,9,68,7,189,20,0.256,0.365,0.302
