,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2020,オリックス,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4,8.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,3.0,6.75
1,2021,オリックス,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.2,13.0,2.0,5.0,0.0,4.0,0.0,0.0,8.0,8.0,7.45
2,2022,オリックス,42.0,2.0,3.0,2.0,14.0,16.0,0.0,0.0,0.0,0.4,186.0,43.2,39.0,3.0,16.0,4.0,40.0,1.0,0.0,18.0,17.0,3.5
3,nan,通　算,45.0,2.0,5.0,2.0,14.0,16.0,0.0,0.0,0.0,0.28600000000000003,255.0,57.1,60.0,5.0,25.0,4.0,46.0,1.0,0.0,33.0,28.0,4.4
