,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2020,オリックス,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,8.0,6.0,2.0,10.0,0.0,5.0,0.0,0.0,8.0,8.0,9.0
1,2021,オリックス,18.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,62.0,12.0,15.0,1.0,9.0,2.0,7.0,0.0,0.0,7.0,5.0,3.75
2,nan,通　算,22.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.5,101.0,20.0,21.0,3.0,19.0,2.0,12.0,0.0,0.0,15.0,13.0,5.85
