,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2015,オリックス,57,213,191,31,58,6,2,3,77,22,9,2,2,0,18,2,25,0,0.304,0.40299999999999997,0.37
1,2016,オリックス,143,610,538,63,142,16,7,2,178,33,16,5,13,1,56,2,55,7,0.264,0.331,0.335
2,2017,オリックス,100,331,282,33,66,11,2,2,87,21,8,4,16,3,24,6,46,4,0.23399999999999999,0.309,0.305
3,2018,オリックス,60,207,188,21,55,8,4,0,71,16,7,3,6,1,12,0,28,5,0.293,0.37799999999999995,0.33299999999999996
4,2019,オリックス,56,188,166,21,40,5,1,1,50,14,1,0,3,1,16,2,24,1,0.24100000000000002,0.301,0.314
5,2020,オリックス,23,77,69,10,17,3,0,0,20,3,0,0,3,0,5,0,10,1,0.24600000000000002,0.29,0.297
6,nan,通　算,439,1626,1434,179,378,49,16,8,483,109,41,14,43,6,131,12,188,18,0.264,0.337,0.32899999999999996
