,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,オリックス,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,221.0,51.2,55.0,6.0,18.0,2.0,42.0,1.0,0.0,32.0,32.0,5.57
1,2020,オリックス,29.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,135.0,31.1,31.0,6.0,11.0,2.0,21.0,1.0,0.0,18.0,17.0,4.88
2,nan,通　算,42.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.2,356.0,83,86.0,12.0,29.0,4.0,63.0,2.0,0.0,50.0,49.0,5.31
