,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,中　日,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,25,1,0.301,0.441,0.34700000000000003
1,2019,中　日,7,22,22,1,5,0,0,1,8,3,0,0,0,0,0,0,7,0,0.22699999999999998,0.364,0.22699999999999998
2,2019,オリックス,64,255,242,24,59,7,0,10,96,35,0,0,0,1,10,2,59,7,0.244,0.397,0.278
3,2020,オリックス,46,176,164,20,45,8,2,12,93,38,0,0,0,0,11,1,33,7,0.27399999999999997,0.5670000000000001,0.324
4,2021,オリックス,106,375,354,26,81,10,1,13,132,47,1,0,0,4,17,0,81,11,0.22899999999999998,0.373,0.261
5,nan,通　算,269,929,875,76,218,29,3,39,370,139,1,1,0,6,44,4,205,26,0.249,0.423,0.28600000000000003
