,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2016,オリックス,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1,2017,オリックス,55.0,1.0,1.0,1.0,25.0,26.0,0.0,0.0,0.0,0.5,228.0,55.2,42.0,6.0,18.0,2.0,71.0,1.0,0.0,21.0,19.0,3.07
2,2018,オリックス,52.0,3.0,3.0,0.0,9.0,12.0,0.0,0.0,0.0,0.5,223.0,54,34.0,7.0,27.0,0.0,52.0,0.0,0.0,21.0,20.0,3.33
3,2019,オリックス,52.0,4.0,6.0,1.0,22.0,26.0,0.0,0.0,0.0,0.4,209.0,49.2,39.0,4.0,22.0,1.0,61.0,3.0,0.0,19.0,19.0,3.44
4,nan,通　算,160.0,8.0,10.0,2.0,56.0,64.0,0.0,0.0,0.0,0.444,676.0,162.1,119.0,17.0,68.0,3.0,186.0,4.0,0.0,62.0,58.0,3.22
