,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2012,埼玉西武,27,34,27,0,1,0,0,0,1,0,0,0,7,0,0,0,11,0,0.037000000000000005,0.037000000000000005,0.037000000000000005
1,2013,埼玉西武,99,92,78,8,11,1,2,1,19,3,1,0,8,0,6,0,34,0,0.141,0.244,0.20199999999999999
2,2014,埼玉西武,65,100,88,6,16,7,0,0,23,3,0,1,7,0,5,0,31,2,0.182,0.261,0.226
3,2015,埼玉西武,54,30,22,6,4,0,1,0,6,4,0,0,5,0,1,2,13,0,0.182,0.273,0.28
4,2016,埼玉西武,74,84,74,5,12,1,0,0,13,3,1,2,4,1,5,0,24,1,0.162,0.17600000000000002,0.213
5,2017,埼玉西武,25,19,17,3,4,1,0,1,8,4,0,0,2,0,0,0,5,0,0.235,0.47100000000000003,0.235
6,2018,埼玉西武,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
7,2019,埼玉西武,27,26,21,4,2,1,0,0,3,1,1,1,1,0,4,0,12,0,0.095,0.14300000000000002,0.24
8,nan,通　算,375,385,327,33,50,11,3,2,73,18,3,4,34,1,21,2,130,3,0.153,0.223,0.20800000000000002
