,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2018,埼玉西武,14,19,17,1,1,0,0,1,4,2,0,0,0,0,1,1,6,0,0.059000000000000004,0.235,0.158
1,2019,埼玉西武,4,13,12,2,2,0,0,0,2,0,0,0,0,0,1,0,4,1,0.16699999999999998,0.16699999999999998,0.231
2,2020,埼玉西武,8,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2
3,nan,通　算,26,37,34,4,4,0,0,1,7,2,0,0,0,0,2,1,11,1,0.11800000000000001,0.20600000000000002,0.18899999999999997
