,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2022,埼玉西武,26,71,58,3,9,2,0,1,14,4,0,0,3,1,9,0,16,1,0.155,0.24100000000000002,0.265
1,nan,通　算,26,71,58,3,9,2,0,1,14,4,0,0,3,1,9,0,16,1,0.155,0.24100000000000002,0.265
