,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2019,埼玉西武,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1,2020,埼玉西武,12,40,40,6,7,1,1,2,16,5,0,0,0,0,0,0,8,2,0.175,0.4,0.175
2,nan,通　算,13,41,41,6,7,1,1,2,16,5,0,0,0,0,0,0,8,2,0.171,0.39,0.171
