,年度,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率
0,2020,埼玉西武,3,4,4,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0.25,0.5,0.25
1,2021,埼玉西武,12,27,20,1,0,0,0,0,0,2,0,0,1,2,4,0,8,1,0.0,0.0,0.154
2,nan,通　算,15,31,24,1,1,1,0,0,2,4,0,0,1,2,4,0,8,1,0.042,0.083,0.16699999999999998
