,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封勝,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
0,2019,埼玉西武,29.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.667,143.0,31,29.0,3.0,20.0,3.0,24.0,1.0,0.0,17.0,17.0,4.94
1,2020,埼玉西武,47.0,7.0,1.0,1.0,16.0,23.0,0.0,0.0,0.0,0.875,178.0,46.2,22.0,3.0,20.0,1.0,41.0,1.0,1.0,8.0,7.0,1.35
2,2021,埼玉西武,45.0,3.0,1.0,1.0,13.0,16.0,0.0,0.0,0.0,0.75,184.0,40.1,42.0,3.0,22.0,2.0,29.0,3.0,0.0,18.0,18.0,4.02
3,nan,通　算,121.0,12.0,3.0,2.0,31.0,43.0,0.0,0.0,0.0,0.8,505.0,118,93.0,9.0,62.0,6.0,94.0,5.0,1.0,43.0,42.0,3.2
